id_ipm,id_kab_kota,NAMA_KAB_KOTA,PROVINSI,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IPM327,327,Kota Pontianak,Kalimantan Barat,"74,87","75,08","75,55","75,98","76,63","77,52","77,63","77,93","78,56","79,35","79,44","79,93","80,48","81,03","81,57"
IPM328,328,Kota Singkawang,Kalimantan Barat,"67,27","67,5","68,54","69,13","69,84","70,03","70,1","70,25","71,08","71,72","71,94","72,11","72,89","73,39","73,87"
IPM329,329,Kotawaringin Barat,Kalimantan Tengah,"68,43","68,53","68,63","69,51","70,14","70,6","71,13","72,11","72,46","72,85","72,87","73,07","73,41","74,04","74,44"
IPM330,330,Kotawaringin Timur,Kalimantan Tengah,"65,24","65,6","66,61","67,95","68,45","68,61","69,42","70,17","70,56","71,16","71,31","71,38","71,67","72,21","72,66"
IPM331,331,Kapuas,Kalimantan Tengah,"63,32","64,01","64,38","64,82","65,29","66,07","66,98","68,04","68,68","69,38","69,48","69,63","70,01","70,75","71,32"
IPM332,332,Barito Selatan,Kalimantan Tengah,"64,51","65,1","65,76","66,2","66,61","68,27",69,"69,25","69,73","70,1","70,22","70,54","71,01","71,65","72,36"
IPM333,333,Barito Utara,Kalimantan Tengah,"63,87","64,36","64,72","65,12","66,3","67,38","68,28","69,07","69,72","70,52","70,59","70,79","71,21","71,84","72,31"
IPM334,334,Sukamara,Kalimantan Tengah,"62,41","62,86","63,52","63,92","64,44","65,8","66,4","66,98","67,52","67,95","68,03","68,27","68,94","69,44","69,85"
IPM335,335,Lamandau,Kalimantan Tengah,"65,32","65,99","66,49","67,23","67,53","68,3","68,54","69,17","69,7","70,51","70,51","70,58","71,11","71,81","72,25"
IPM336,336,Seruyan,Kalimantan Tengah,"61,6","62,16","62,39","62,81","63,49","64,77","65,4","66,14","67,04","67,57","67,58","67,67","68,24","68,68","69,05"
IPM337,337,Katingan,Kalimantan Tengah,"63,25","64,54","64,87","65,29","65,79","66,81","67,41","67,56","67,91","68,55","68,68","68,89","69,74","70,28","70,7"
IPM338,338,Pulang Pisau,Kalimantan Tengah,"63,76","64,06","64,28","64,76",65,"65,76","66,49",67,"67,54","68,34","68,45","68,53","69,01","69,6","70,27"
IPM339,339,Gunung Mas,Kalimantan Tengah,"66,33","66,85","67,3","67,75","68,13","69,24","69,73","69,95","70,23","70,65","70,81","71,03","71,4","72,09","72,73"
IPM340,340,Barito Timur,Kalimantan Tengah,"66,76","67,31","67,97","68,82","69,12","69,71","70,33","70,57","70,82","71,34","71,39","71,47","72,07","72,7","73,26"
IPM341,341,Murung Raya,Kalimantan Tengah,"63,18","64,39","64,85","65,62","66,1","66,46","66,96","67,16","67,56","67,89","67,98","68,12","68,63","69,42","70,03"
IPM342,342,Kota Palangka Raya,Kalimantan Tengah,"76,53","76,98","77,4","78,02","78,5","78,62","79,21","79,69","80,34","80,77","80,77","80,82","81,16","81,68","82,2"
IPM343,343,Tanah Laut,Kalimantan Selatan,"63,56","64,35","65,16","66,11","66,5","66,99","67,44",68,"68,49","69,04","69,38","69,87","70,35","70,98","71,43"
IPM344,344,Kotabaru,Kalimantan Selatan,"63,64","64,27","64,87","65,41","65,76","66,61","67,1","67,79","68,32","68,95","68,86","69,13","69,74","70,18","70,61"
IPM345,345,Banjar,Kalimantan Selatan,"64,46","64,75","65,04","65,36","65,71","66,39","66,87","67,77","68,32","68,94","69,18","69,89","70,72","71,46","71,87"
IPM346,346,Barito Kuala,Kalimantan Selatan,"60,24","60,93","61,62","62,12","62,56","63,53","64,33","64,93","65,91","66,24","66,22","66,64","67,37","68,11","68,84"
IPM347,347,Tapin,Kalimantan Selatan,"64,89","65,41","65,92","66,48","66,99","67,67","68,05","68,7","69,53","70,13","70,11","70,31","71,02",72,"72,51"
IPM348,348,Hulu Sungai Selatan,Kalimantan Selatan,"62,8","63,44","64,03","64,59","65,25","66,31","67,52","67,8","68,41","68,8","68,85","69,21","69,76","70,5","71,21"
IPM349,349,Hulu Sungai Tengah,Kalimantan Selatan,"63,49","63,9","64,34","64,63","65,37","66,56","67,07","67,78","68,32","68,8","68,84","69,05","69,7","70,13","70,69"
IPM350,350,Hulu Sungai Utara,Kalimantan Selatan,"58,5","59,24","60,12","60,77","61,32","62,49","63,38","64,21","65,06","65,49","65,59","66,12","66,84","67,66","68,28"
IPM351,351,Tabalong,Kalimantan Selatan,"65,87","66,6","67,36","68,08","68,36","69,35","70,07","70,76","71,14","71,78","72,19","72,6","73,13","73,85","74,41"
IPM352,352,Tanah Bumbu,Kalimantan Selatan,"64,98","65,59","66,13","66,51","66,94","67,58","68,28","69,12","70,05","70,5","70,71",71,"71,79","72,31","72,95"
IPM353,353,Balangan,Kalimantan Selatan,"62,88","63,28","63,69","64,03","64,44","65,34","66,25","67,25","67,88","68,39","68,82","69,11","69,73","70,49","71,34"
IPM354,354,Kota Banjarmasin,Kalimantan Selatan,"71,01","72,01","73,45","74,59","74,94","75,41","75,94","76,46","76,83","77,16","77,1","77,57","77,97","78,5","79,05"
IPM355,355,Kota Banjar Baru,Kalimantan Selatan,"75,49","76,23","76,67","77,1","77,3","77,56","77,96","78,32","78,83","79,22","79,1","79,26","79,68","80,11","80,51"
IPM356,356,Paser,Kalimantan Timur,"66,54","67,11","68,18","69,61","69,87","70,3",71,"71,16","71,61","72,29","72,04","72,93","73,44","74,14","74,7"
IPM357,357,Kutai Barat,Kalimantan Timur,"65,9","66,92","67,14","68,13","68,91","69,34","69,99","70,18","70,69","71,63","71,19","72,07","72,92","73,72","74,5"
IPM358,358,Kutai Kartanegara,Kalimantan Timur,"67,45","68,47","69,12","70,71","71,2","71,78","72,19","72,75","73,15","73,78","73,59","74,06","74,67","75,3","75,91"
IPM359,359,Kutai Timur,Kalimantan Timur,"66,94","67,73","68,71","69,79","70,39","70,76","71,1","71,91","72,56","73,49",73,"73,81","74,35","74,98","75,53"
IPM360,360,Berau,Kalimantan Timur,"69,16","70,43","70,77","72,02","72,26","72,72","73,05","73,56","74,01","74,88","74,71","75,2","75,74","76,21","76,66"
IPM361,361,Penajam Paser Utara,Kalimantan Timur,"66,37","66,92","67,17","68,07","68,6","69,26","69,96","70,59","71,13","71,64","71,41","72,01","72,55","73,3","73,9"
IPM362,362,Mahakam Ulu,Kalimantan Timur,-,-,-,"63,81","64,32","64,89","65,51","66,09","66,67","67,58","67,09","67,95","68,75","69,59","70,35"
IPM363,363,Kota Balikpapan,Kalimantan Timur,"75,55","76,02","76,56","77,53","77,93","78,18","78,57","79,01","79,81","80,11","80,01","80,71","81,13","81,66","82,24"
IPM364,364,Kota Samarinda,Kalimantan Timur,"75,85","77,05","77,34","77,84","78,39","78,69","78,91","79,46","79,93","80,2","80,11","80,76","81,43","82,32","82,81"
IPM365,365,Kota Bontang,Kalimantan Timur,"76,97","77,25","77,55","78,34","78,58","78,78","78,92","79,47","79,86","80,09","80,02","80,59","80,94","81,56","82,42"
IPM366,366,Malinau,Kalimantan Utara,"66,9","68,15","68,88","69,84",70,"70,15","70,71","71,23","71,74","72,06","71,94","72,32","72,75","73,19","73,9"
IPM367,367,Bulungan,Kalimantan Utara,"66,79","67,63","68,16","68,66","69,25","69,37","69,88","70,74","71,23","71,66","71,1","71,8","72,08","72,72","73,34"
IPM368,368,Tana Tidung,Kalimantan Utara,"61,16","61,92","62,91","63,79","64,7","64,92","65,64","66,26","67,05","67,79","66,97","67,76","68,6","69,2","70,08"
IPM369,369,Nunukan,Kalimantan Utara,"60,33","60,64","61,18","62,18","63,13","63,35","64,35","65,1","65,67","66,32","65,79","66,46","67,16","67,7","68,52"
IPM370,370,Kota Tarakan,Kalimantan Utara,"70,95","71,6","72,53","73,58","74,6","74,7","74,88","75,27","75,69","76,09","75,83","76,23","76,68","77,53","77,96"
IPM371,371,Bolaang Mongondow,Sulawesi Utara,"62,75","63,16","63,78","64,16","64,53","65,03","65,73","66,08","66,91","67,82","67,89","68,16","68,95","69,62","70,29"
IPM372,372,Minahasa,Sulawesi Utara,"70,38","70,82","71,43","71,94","72,76","73,59","74,37","74,59","74,97","75,47","75,29","75,73","76,18","76,96","77,74"
IPM373,373,Kepulauan Sangihe,Sulawesi Utara,"64,69","65,34","65,87","66,15","66,82","67,56","68,52","69,14","69,67","70,53","70,73","71,07","71,63","72,22","72,71"
IPM374,374,Kepulauan Talaud,Sulawesi Utara,"64,37","64,86","65,51","66,14","66,56","66,92","67,58","67,74","68,32","68,97","69,4","69,83","70,43","71,14","71,77"
IPM375,375,Minahasa Selatan,Sulawesi Utara,"66,11","66,61","67,26","67,68","68,36","69,18","69,97","70,05","70,86","71,68","72,11","72,32","72,89","73,66","74,17"
IPM376,376,Minahasa Utara,Sulawesi Utara,"68,74","69,62",70,"70,19","70,54","71,09","71,49","72,2","73,05","73,95","73,9","74,11","74,69","75,31","75,89"
IPM377,377,Bolaang Mongondow Utara,Sulawesi Utara,"61,34","62,11","62,88","63,67","64,24","64,46","65,16","65,6","66,32","66,91","66,99","67,39","68,06","68,64","69,32"
IPM378,378,Siau Tagulandang Biaro,Sulawesi Utara,"61,83","62,45","63,35","63,91","64,35",65,"65,66","66,03","66,75","67,48","67,64","68,05","68,94","69,57","70,31"
IPM379,379,Minahasa Tenggara,Sulawesi Utara,"65,66","66,07","67,1","67,34","67,86","68,05","68,42","68,91","69,66","70,47","70,51","71,06","71,48","71,93","72,66"
IPM380,380,Bolaang Mongondow Selatan,Sulawesi Utara,"59,77","60,47","61,48","62,84","63,57","63,72","63,92","64,05","64,49","65,28",65,"65,42","65,9","66,4","67,14"
IPM381,381,Bolaang Mongondow Timur,Sulawesi Utara,"60,04","60,93","61,93","62,64","63,12","63,81","64,44","64,73","65,21","66,08","65,99","66,55","67,21","67,95","68,53"
IPM382,382,Kota Manado,Sulawesi Utara,"74,47","75,47","76,15","76,56","77,27","77,32","77,59","78,05","78,41","79,12","78,93","79,2","79,66","80,14","80,63"
IPM383,383,Kota Bitung,Sulawesi Utara,"68,86","69,31","69,89","70,35","70,88","71,64","72,43","72,94","73,27","74,2","74,1","74,2","74,7","75,11","75,71"
IPM384,384,Kota Tomohon,Sulawesi Utara,"71,27","71,85","72,5","72,99","73,56","74,36","74,91","75,34","75,78","76,67","76,69","76,86","77,44","78,1","78,89"
IPM385,385,Kota Kotamobagu,Sulawesi Utara,"67,89","68,57","69,31","69,86","70,46","70,7","71,68",72,"72,55","73,22","72,97","73,47","73,96","74,43","75,27"
IPM386,386,Banggai Kepulauan,Sulawesi Tengah,"59,42","60,54","61,09","61,74","62,33","62,97","63,45","64,07","64,68","65,13","65,42","65,61","66,08","66,82","67,43"
IPM387,387,Banggai,Sulawesi Tengah,"64,09","64,63","65,44","66,39","67,11","67,44","68,17",69,"69,85","70,36","70,52","70,6","71,08","71,7","72,32"
IPM388,388,Morowali,Sulawesi Tengah,"65,25","66,03","66,48","66,86","67,91","69,12","69,69","70,41","71,14","72,02","72,21","72,29","72,55","73,02","73,54"
IPM389,389,Poso,Sulawesi Tengah,"64,81","65,59","66,2","66,94","67,65","68,13","68,83","69,78","70,68","71,4","71,28","71,45","71,93","72,48","72,87"
IPM390,390,Donggala,Sulawesi Tengah,"59,73","60,15","61,33","63,38","63,55","63,82","64,42","64,66","65,14","65,49","65,56","65,72","66,25","66,95","67,45"
IPM391,391,Toli-Toli,Sulawesi Tengah,"58,18","59,12","60,05","61,44","61,91","62,72","63,27","64,05","64,6","65,42","65,69","66,3","66,76","67,66","68,37"
IPM392,392,Buol,Sulawesi Tengah,"62,21","63,03","63,98","64,5","65,41","65,61","66,37","66,69","67,3","67,69","67,82","68,25","68,72","69,57","70,28"
IPM393,393,Parigi Moutong,Sulawesi Tengah,"59,17","60,36","61,13","61,98","62,2","62,79","63,6","64,09","64,85","65,47","65,44","65,82","66,26","67,11","67,49"
IPM394,394,Tojo Una-Una,Sulawesi Tengah,"58,33","58,87","59,55","60,32","61,15","61,33","62,27","62,61","63,38","64,52","64,59","64,74","65,54","66,39","66,97"
IPM395,395,Sigi,Sulawesi Tengah,"60,81","61,76","62,88","64,1","64,64","65,35","65,95","66,72","67,66","68,16","68,12","68,49","69,05","69,93","70,51"
IPM396,396,Banggai Laut,Sulawesi Tengah,-,-,-,"61,86","62,12","62,9","63,49","64,08","64,8","65,27","65,43","65,65","66,22","66,93","67,43"
IPM397,397,Morowali Utara,Sulawesi Tengah,-,-,-,"65,01","65,81",66,"66,57","67,35","67,95","68,45","68,36","68,48","68,97","69,73","70,58"
IPM398,398,Kota Palu,Sulawesi Tengah,"77,39","78,1","78,36","78,65","79,12","79,63","79,73","80,24","80,91","81,5","81,47","81,7","82,02","82,52","82,88"
IPM399,399,Kepulauan Selayar,Sulawesi Selatan,"62,15","62,53","62,87","63,16","63,66","64,32","64,95","65,39","66,04","66,91","67,38","67,76","68,35","69,2","70,03"
IPM400,400,Bulukumba,Sulawesi Selatan,"62,73","63,36","63,82","64,27","65,24","65,58","66,46","67,08","67,7","68,28","68,99","69,62","70,34","71,21","71,97"
IPM401,401,Bantaeng,Sulawesi Selatan,"62,46","63,07","63,99","64,88","65,77","66,2","66,59","67,27","67,76","68,3","68,73","68,99","69,69","70,57","71,48"
IPM402,402,Jeneponto,Sulawesi Selatan,"58,31","58,95","59,62","60,55","61,45","61,61","61,81","62,67","63,33",64,"64,26","64,56","65,13","65,9","66,38"
IPM403,403,Takalar,Sulawesi Selatan,"60,23","60,83","61,66","62,58","63,53","64,07","64,96","65,48","66,07","66,94","67,31","67,72","68,31","68,9","69,47"
IPM404,404,Gowa,Sulawesi Selatan,"63,83","64,42","64,65","65,45","66,12","66,87","67,7","68,33","68,87","69,66","70,14","70,29","70,99","71,57","72,26"
IPM405,405,Sinjai,Sulawesi Selatan,"61,31","62,13","62,74","63,47","63,83","64,48","65,36","65,8","66,24","67,05","67,6","67,75","68,33","68,92","69,52"
IPM406,406,Maros,Sulawesi Selatan,"64,07","64,95","65,5","66,06","66,65","67,13","67,76","68,42","68,94","69,5","69,86","70,41",71,"71,63","72,11"
IPM407,407,Pangkajene dan Kepulauan,Sulawesi Selatan,"62,79","63,6","64,3","65,24","66,16","66,65","66,86","67,25","67,71","68,29","68,72","69,21","69,79","70,59","71,22"
IPM408,408,Barru,Sulawesi Selatan,"64,94","65,73","66,07","67,02","67,94","68,64","69,07","69,56","70,05","70,6",71,"71,13","71,53","72,36","73,06"
IPM409,409,Bone,Sulawesi Selatan,"59,69","60,21","60,77","61,4","62,09","63,11","63,86","64,16","65,04","65,67","66,06","66,4","67,01","67,81","68,36"
IPM410,410,Soppeng,Sulawesi Selatan,"63,51","63,8","64,05","64,43","64,74","65,33","65,95","66,67","67,6","68,26","68,67","68,99","69,7","70,58","71,39"
IPM411,411,Wajo,Sulawesi Selatan,"63,07",64,"64,88","65,79","66,49","66,9","67,52","68,18","68,57","69,05","69,15","69,62","70,26","71,1","71,52"
IPM412,412,Sidenreng Rappang,Sulawesi Selatan,"65,54","65,88","66,19","67,15","68,14",69,"69,39","69,84","70,6","71,05","71,21","71,54","72,06","72,71","73,21"
IPM413,413,Pinrang,Sulawesi Selatan,"66,25","66,96","67,64","68,14","68,92","69,24","69,42","69,9","70,62","71,12","71,26","71,45","71,97","72,84","73,55"
IPM414,414,Enrekang,Sulawesi Selatan,"66,27","67,03","67,74","68,39","69,37","70,03","70,79","71,44","72,15","72,66","72,76","72,91","73,39","73,89","74,61"
IPM415,415,Luwu,Sulawesi Selatan,"63,95","64,71","65,43","66,39","67,34","68,11","68,71","69,02","69,6","70,39","70,51","70,85","71,36","72,16","72,79"
IPM416,416,Tana Toraja,Sulawesi Selatan,"62,83","63,22","63,96","64,55","65,08","65,75","66,25","66,82","67,66","68,25","68,75","69,49","69,88","70,73","71,67"
IPM417,417,Luwu Utara,Sulawesi Selatan,"64,77","65,57","65,99","66,4","66,9","67,44","67,81","68,35","68,79","69,46","69,57","70,02","70,51","71,34","72,07"
IPM418,418,Luwu Timur,Sulawesi Selatan,"68,47","68,94","69,34","69,53","69,75","70,43","70,95","71,46","72,16","72,8","73,22","73,34","73,92","74,35","74,95"
IPM419,419,Toraja Utara,Sulawesi Selatan,"63,51","64,48","64,89","65,65","66,15","66,76","67,49","67,9","68,49","69,23","69,33","69,75","70,36","71,23","71,85"
IPM420,420,Kota Makasar,Sulawesi Selatan,"77,63","77,82","78,47","78,98","79,35","79,94","80,53","81,13","81,73","82,25","82,25","82,66","83,12","83,52","83,9"
IPM421,421,Kota Parepare,Sulawesi Selatan,"73,55","74,2","74,67","75,1","75,66","76,31","76,48","76,68","77,19","77,62","77,86","78,21","78,54","79,03","79,64"
IPM422,422,Kota Palopo,Sulawesi Selatan,"73,03","74,02","74,54","75,02","75,65","76,27","76,45","76,71","77,3","77,98","78,06","78,38","78,91","79,45","79,94"
IPM423,423,Buton,Sulawesi Tenggara,"59,44","60,12","61,38","61,83","62,31","62,78","63,69","64,47","65,08","65,67","65,98","66,32","67,23","68,12","68,88"
IPM424,424,Muna,Sulawesi Tenggara,"62,57","63,08","63,76","64,67","65,09","65,99","66,96","67,61","68,47","68,97","69,02","69,17","69,61","70,16","71,05"
IPM425,425,Konawe,Sulawesi Tenggara,"66,55","67,16","67,51","68,23","68,68","69,56","69,84","70,24","70,72","71,29","71,35","71,48","72,04","72,77","73,39"
IPM426,426,Kolaka,Sulawesi Tenggara,"67,76","68,27","68,86","69,55","70,2","70,47","71,12","71,46","72,07","73,01","73,45","73,56","73,98","74,72","75,18"
IPM427,427,Konawe Selatan,Sulawesi Tenggara,"63,2","63,65","64,05","65,02","65,6","66,32","66,97","67,23","67,51","67,88","68,2","68,58","69,36","70,32","71,19"
IPM428,428,Bombana,Sulawesi Tenggara,"59,85","60,84","61,82","62,82","63,38","63,65","64,02","64,49","65,04","65,65","66,05","66,25","66,81","67,43","68,15"
IPM429,429,Wakatobi,Sulawesi Tenggara,"63,26","64,67","65,24","66,5","66,95","67,22","67,5","67,99","68,52","68,99","69,48","69,87","70,85","71,43","72,02"
IPM430,430,Kolaka Utara,Sulawesi Tenggara,"63,17","63,98","64,49","65,35","65,76","66,9","67,6","67,77","68,44","68,91","69,31","69,5","70,39","71,04","71,7"
IPM431,431,Buton Utara,Sulawesi Tenggara,"60,94","61,58","62,69","64,2","64,65","65,23","65,95","66,4","67,13","67,68","67,87","68,08",69,"69,7","70,6"
IPM432,432,Konawe Utara,Sulawesi Tenggara,"63,74","64,25","64,87","65,54","66,03","66,44","67,2","67,71","68,5","69,22","69,86","70,23","71,1","71,71","72,32"
IPM433,433,Kolaka Timur,Sulawesi Tenggara,-,-,-,"61,78","62,13","62,74","63,6","64,55","65,53","66,49","67,02","67,76","68,73","69,57","70,27"
IPM434,434,Konawe Kepulauan,Sulawesi Tenggara,-,-,-,"61,15","61,31","61,72","62,56","63,44","64,36","65,05","65,41","65,73","66,69","67,32","67,99"
IPM435,435,Muna Barat,Sulawesi Tenggara,-,-,-,-,"61,92","62,29","62,57","63,43","64,11","64,45","65,08","65,48","66,21","67,13","68,06"
IPM436,436,Buton Tengah,Sulawesi Tenggara,-,-,-,-,"61,69","62,13","62,56","62,82","63,46","64,06","64,37","64,55","65,29","65,83","66,47"
IPM437,437,Buton Selatan,Sulawesi Tenggara,-,-,-,-,"61,51",62,"62,55","63,2","63,47","64,37","64,93","64,99","65,44","66,15",67
IPM438,438,Kota Kendari,Sulawesi Tenggara,"78,13","79,43","79,97","80,91","81,3","81,43","81,66","81,83","82,22","82,86","83,53","84,15","84,51","84,85","85,33"
IPM439,439,Kota Baubau,Sulawesi Tenggara,"70,6","71,11","71,65","72,55","73,13","73,59","73,99","74,14","74,67","75,21","75,9","76,26","76,67","77,52","78,13"
IPM440,440,Boalemo,Gorontalo,"59,92","60,52","61,11","61,71","62,18","62,86","63,42","64,22","64,99","65,53","65,91","66,42","67,27","68,18","68,74"
IPM441,441,Gorontalo,Gorontalo,60,"61,04","61,87","62,22","62,9","63,63","64,22","64,95","65,78","66,69","66,92","67,34","68,28","69,09","69,66"
IPM442,442,Pohuwato,Gorontalo,"59,11","59,85","60,48","61,38","61,74","62,5","63,17","63,88","64,44","65,27","65,37","65,8","66,53","67,15","68,02"
IPM443,443,Bone Bolango,Gorontalo,64,"64,44","65,13","65,82","66,03","66,83","67,48","68,11","69,06","69,63","69,98","70,25","70,9","71,51","72,38"
IPM444,444,Gorontalo Utara,Gorontalo,"59,26","59,95","60,71","61,6","61,92","62,55","63,02","63,52","64,06","64,52","64,86","65,21","66,01","66,61","67,46"
IPM445,445,Kota Gorontalo,Gorontalo,"73,07","73,56","74,06","74,43","74,97","75,62","75,75","76,09","76,53","77,08","77,13","77,41","78,22","78,64","79,18"
IPM446,446,Majene,Sulawesi Barat,"61,67","62,56","63,06","63,32","63,74","64,4","64,8","65,4","66,01","66,59","66,91","67,29","67,84","68,62","69,42"
IPM447,447,Polewali Mandar,Sulawesi Barat,"57,44","58,26","58,62","59,27","60,09","60,87","61,51","62,35","63,14","63,74","63,84","64,23","64,79","65,59","66,22"
IPM448,448,Mamasa,Sulawesi Barat,"60,88","61,45","61,95","62,57","62,85","63,17","63,51","63,92","64,66","65,32","66,02","66,63","67,21","67,83","68,37"
IPM449,449,Mamuju,Sulawesi Barat,"61,65","62,28","63,24","64,17","64,71","65,09","65,65","66,32","67,11","67,72","68,15","68,32","68,88","69,61","70,4"
IPM450,450,Mamuju Utara / Pasangkayu,Sulawesi Barat,"61,29","62,23",63,"63,76","64,04","64,69","65,17","65,67","66,6","67,27","67,79","68,03","68,61","69,11","69,73"
IPM451,451,Mamuju Tengah,Sulawesi Barat,-,-,-,"61,05","61,48","62,22","62,89","63,64","64,43","65,1","65,71","66,18","66,89","67,45","68,36"
IPM452,452,Maluku Tenggara Barat / Kepulauan Tanimbar,Maluku,"57,08","57,69","58,56","59,34","59,81","60,26","61,12","61,64","62,39","62,86","62,86","62,97","63,45","64,16","64,83"
IPM453,453,Maluku Tenggara,Maluku,"60,58","60,96","61,75","62,11","62,74","63,35","64,2","64,94","65,53","65,85","66,2","66,33","66,88","67,57","68,24"
IPM454,454,Maluku Tengah,Maluku,"66,12","66,64","67,3","67,89","68,69","68,85","69,54","70,09","70,6","71,25","71,25","71,32","71,81","72,45","73,21"
IPM455,455,Buru,Maluku,"61,6","62,5","63,5","64,31","65,15","65,75","66,63","67,61","68,25","68,91","68,95","69,33","69,94","70,56","71,01"
IPM456,456,Kepulauan Aru,Maluku,"58,22","58,6","59,17","59,62","59,91","60,5","61,32","62,13","63,12","63,64","63,71","63,83","64,21","65,01","65,83"
IPM457,457,Seram Bagian Barat,Maluku,"59,9","60,59","61,47","61,79","62,39","63,02","63,76","64,34","65,14","65,49","65,62","65,83","66,67","67,56","68,39"
IPM458,458,Seram Bagian Timur,Maluku,"57,88","58,07","58,47","58,88","59,5","60,27","61,15","62,06","62,98","63,74","64,12","64,3","65,05","65,82","66,24"
IPM459,459,Maluku Barat Daya,Maluku,"55,75","56,1","56,74","57,34","58,09","58,64","59,43","60,16","60,64","61,55","61,9","62,37","63,07","63,93","64,86"
IPM460,460,Buru Selatan,Maluku,"57,3","57,98","58,91","59,89","60,74","61,48","62,19","62,75","63,62","64,42","64,69","64,8","65,37","66,23","67,09"
IPM461,461,Kota Ambon,Maluku,"76,07","76,7","77,49","78,16","79,09","79,3","79,55","79,82","80,24","80,81","80,84","81,23","81,63","82,06","82,56"
IPM462,462,Kota Tual,Maluku,"61,7","62,69","63,56","64,16","64,95","65,2","65,64","66,25","67,21","67,74","67,96","68,16","68,6","69,43","70,21"
IPM463,463,Halmahera Barat,Maluku Utara,"59,56","60,33","60,71","61,47","62,06","62,97","63,83","64,19","64,54","65,34","65,31","65,56","66,2","66,91","67,53"
IPM464,464,Halmahera Tengah,Maluku Utara,"58,42","59,34","59,94","60,89","61,49","62,07","63,05","63,89","64,66","65,55","65,42","65,82","66,49","67,48","68,45"
IPM465,465,Kepulauan Sula,Maluku Utara,"57,06","57,98","58,83","59,77","60,18","60,5","61,25","62,04","62,96","63,64","63,53","63,8","64,7","65,29","65,99"
IPM466,466,Halmahera Selatan,Maluku Utara,"58,22","58,86","59,5","59,92","60,34","61,26","62,17","62,64","63,39","64,11","63,84","64,19","65,06","65,83","66,66"
IPM467,467,Halmahera Utara,Maluku Utara,"61,46","62,31","62,94","63,81","64,18","65,04","66,02","66,52","67,3","67,75","67,5","67,82","68,38","69,05","69,78"
IPM468,468,Halmahera Timur,Maluku Utara,"60,06","60,77","61,73","62,71","63,26","63,99","64,92","65,77","66,2","66,74","66,75",67,"67,93","68,82","69,58"
IPM469,469,Pulau Morotai,Maluku Utara,-,"56,63","57,16","57,97","58,34","59,27","59,87","60,71","61,39","62,38","62,5","62,9","63,8","64,73","65,68"
IPM470,470,Pulau Taliabu,Maluku Utara,-,-,-,"56,86","57,31","58,26","58,66","59,03","59,67","60,62","60,48","60,73","61,64","62,31","62,9"
IPM471,471,Kota Ternate,Maluku Utara,"74,86","75,52","75,81","76,69","77,15","77,64","77,8","78,48","79,13","80,03","79,82","80,14","80,81","81,35","82,12"
IPM472,472,Kota Tidore Kepulauan,Maluku Utara,"64,48","64,8","65,42","66,25","66,76","67,45","68,37","69,25","69,89","70,83","70,53","70,99","71,55","72,4","72,91"
IPM473,473,Fakfak,Papua Barat,"60,95","61,94","62,56","64,29","64,73","64,92","65,55","66,09","66,99","67,87","68,36","68,52","69,12","69,72","70,39"
IPM474,474,Kaimana,Papua Barat,"57,25","57,87","58,99","60,36","61,07","61,33","62,15","62,74","63,67","64,59",65,"65,31","66,11","66,72","67,6"
IPM475,475,Teluk Wondama,Papua Barat,"52,97","53,74","54,69","55,65","56,27","56,64","57,16","58,1","58,86","59,82","60,21","60,33","60,87","61,67","62,36"
IPM476,476,Teluk Bintuni,Papua Barat,"56,99","57,87","58,84","59,73","60,4","61,09","61,81","62,39","63,13",64,"64,55","64,65","65,27",66,"66,75"
IPM477,477,Manokwari,Papua Barat,"66,29","67,28","67,86","68,81","69,35","69,91","70,34","70,67","71,17","71,67","72,01","72,02","72,6","73,21","73,83"
IPM478,478,Sorong Selatan,Papua Barat,"54,24","56,01","56,87","57,73","58,24","58,6","59,2","60,19","61,01","61,93","62,42","62,46","63,08","63,94",-
IPM479,479,Sorong,Papua Barat,"57,56","58,56","59,18","60,86","61,23","61,86","62,42","63,42","64,32","65,29","65,74","65,77","66,69","67,49",-
IPM480,480,Raja Ampat,Papua Barat,"57,36","58,37","59,06","60,36","60,86","61,23","61,95","62,35","62,84","63,66","63,89","63,92","64,65","65,26",-
IPM481,481,Tambrauw,Papua Barat,-,"45,97","47,18","48,69","49,4","49,77","50,35","51,01","51,95","52,9","53,45","53,71","54,63","55,55",-
IPM482,482,Maybrat,Papua Barat,-,"53,29","54,13","54,93","55,36","55,78","56,35","57,23","58,16","59,15","59,52","59,7","60,49","61,29",-
IPM483,483,Manokwari Selatan,Papua Barat,-,-,-,"54,95","55,32","56,59","57,12","58,08","58,84","59,72","59,84","59,85","60,68","61,55","62,45"
IPM484,484,Pegunungan Arfak,Papua Barat,-,-,-,"53,36","53,69","53,73","53,89","54,39","55,31","56,15","56,33","56,13","57,01","57,82","58,73"
IPM485,485,Kota Sorong,Papua Barat,"71,96","72,8","73,89","74,96","75,78","75,91","76,33","76,73","77,35","77,98","78,45","78,49","78,98","79,65",-
IPM486,486,Raja Ampat,Papua Barat Daya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"65,86"
IPM487,487,Sorong,Papua Barat Daya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"68,29"
IPM488,488,Sorong Selatan,Papua Barat Daya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"64,5"
